age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment,kmeans_cluster,gmm_cluster,dbscan_cluster
25,26926.959386683888,1101328.0959805932,1,10,18,wealth,crypto,52.9,26.89,2,0,0,5
38,27953.77868468739,2509164.086898969,7,35,11,education,etf,43.1,17.51,1,2,2,3
49,44732.94898380417,4340679.34184164,11,99,6,retirement,real_estate,35.5,15.75,3,1,1,7
39,26562.38291707826,1657566.0511996355,7,50,11,education,mutual,41.8,17.38,1,2,2,1
45,28788.2903677836,3622518.481168452,8,94,6,wealth,mutual,30.9,15.29,3,1,1,-1
30,34710.37941072841,967413.4606331474,2,12,21,wealth,crypto,62.7,28.47,2,0,0,5
25,36811.76637255128,803260.8065590623,0,11,17,wealth,crypto,52.8,26.68,2,0,0,5
66,8804.979610616716,5975485.329580981,10,84,2,retirement,ppf,30.4,11.94,0,3,3,4
23,30739.92980314144,701604.571008638,2,13,18,wealth,stocks,52.3,21.83,2,0,0,11
47,24987.211187068373,1739682.537972616,8,46,9,education,stocks,41.9,18.99,1,2,2,12
36,27276.54329751639,2460885.4652274675,8,51,7,education,mutual,32.4,15.64,1,2,2,1
41,26829.85416199593,2162096.0102196583,6,47,9,education,mutual,39.2,16.72,1,2,2,1
45,38582.68238728381,3687379.618522165,14,96,6,retirement,real_estate,32.6,15.46,3,1,1,7
69,6067.286821247997,5018687.154163711,14,89,2,retirement,fd,30.8,11.48,0,3,3,2
53,32692.99438480015,4437693.95938625,14,102,5,retirement,etf,32.8,15.28,3,1,1,10
46,22753.56498692927,1604856.7705471036,10,50,10,education,etf,42.6,17.26,1,2,2,3
61,9802.220693617715,6216479.912680348,14,85,2,retirement,fd,28.0,11.2,0,3,3,2
25,34038.97264066231,1045770.7746222804,1,8,20,wealth,crypto,58.5,27.85,2,0,0,5
58,36853.21672519798,3462767.088924365,14,93,6,wealth,mutual,39.1,16.11,3,1,1,16
62,11337.483311185026,6143477.927150855,15,76,2,retirement,ppf,29.7,11.87,0,3,3,4
30,27558.353991214022,1247838.5901468855,2,14,19,wealth,stocks,57.1,22.51,2,0,0,11
42,29096.681111296533,2204270.455143523,10,45,7,education,mutual,36.3,16.03,1,2,2,1
34,23777.231966020918,2667119.173201806,7,50,12,wealth,mutual,40.8,17.48,1,2,2,0
39,22121.935118055637,2414366.4837728133,8,60,11,education,mutual,39.9,17.19,1,2,2,1
46,22722.449361497485,1262498.816482948,7,50,13,wealth,etf,48.5,18.45,1,2,2,9
30,32674.97620009786,886796.1450760205,2,14,18,wealth,crypto,56.1,27.21,2,0,0,5
23,34106.66252226359,713494.6889381565,0,11,19,wealth,crypto,55.2,27.32,2,0,0,5
46,41003.30043998503,3509078.646409134,10,95,3,wealth,mutual,27.7,14.37,3,1,1,16
58,9704.794827402662,5478977.793878448,9,82,2,retirement,fd,26.7,11.07,0,3,3,2
40,44211.12035138059,2812631.6096837,7,88,6,retirement,real_estate,32.0,15.4,3,1,1,7
59,11244.414288086804,5486815.396167054,16,72,1,retirement,fd,26.5,10.85,0,3,3,2
38,26732.550863821634,2346862.7556400746,7,46,11,wealth,etf,41.7,17.37,1,2,2,9
67,10781.391841856288,5928926.731529727,17,79,1,retirement,ppf,29.8,11.68,0,3,3,4
40,28531.626362250743,2673059.037605319,6,38,10,education,etf,41.9,17.19,1,2,2,3
21,43632.07604342878,795019.9908346521,2,13,23,wealth,stocks,63.9,23.99,2,0,0,11
23,32173.512976174807,1092265.8753185342,1,9,23,vacation,crypto,63.0,28.9,2,0,0,6
42,26928.15145789445,1735591.247382915,5,46,12,education,mutual,45.8,17.98,1,2,2,1
19,32585.035627334943,1422923.442159449,1,9,19,wealth,stocks,53.1,22.11,2,0,0,11
42,39554.26068409234,3112104.130137495,15,93,6,retirement,real_estate,31.6,15.36,3,1,1,7
43,25541.48816823424,2540397.5622910066,6,56,9,education,mutual,39.0,16.7,1,2,2,1
58,11439.515884296365,5936172.659240905,16,76,2,retirement,fd,27.7,11.17,0,3,3,2
42,41052.10000430208,2981022.8309076126,11,102,5,retirement,real_estate,29.0,14.9,3,1,1,7
24,35303.60409153748,927682.3198504036,1,9,21,wealth,crypto,60.2,28.22,2,0,0,5
50,40073.80672471437,3595486.20704455,12,102,6,retirement,etf,34.8,15.68,3,1,1,10
45,24771.437166126947,1462261.598067779,9,59,7,education,mutual,35.6,15.96,1,2,2,1
41,19821.35811412633,1962695.7337832944,6,47,11,education,etf,41.8,17.38,1,2,2,3
66,10369.48115779145,6692266.023796953,17,80,1,retirement,fd,29.1,11.11,0,3,3,2
73,10944.004541838549,6019723.52412037,16,76,1,retirement,gold,33.1,12.51,0,3,3,2
27,33519.14387756836,938404.7065593736,3,11,17,wealth,crypto,53.1,26.71,2,0,0,5
24,27489.10054435917,1090536.649239155,1,14,16,wealth,crypto,48.1,26.01,2,0,0,5
39,35655.020103723014,4061930.257752649,10,103,8,wealth,real_estate,32.3,15.83,3,1,1,13
37,28976.50065916377,1579471.274304308,11,43,10,wealth,mutual,40.0,17.0,1,2,2,0
72,12749.75283829637,6416666.955890154,13,81,2,retirement,gold,34.4,12.84,0,3,3,2
41,38290.14128266055,2442516.397544804,9,99,8,retirement,mutual,34.3,16.03,3,1,1,8
29,43006.302980518994,785860.1601583905,2,11,19,wealth,crypto,60.0,27.8,2,0,0,5
33,20377.72657505391,2129452.9890051917,7,53,9,education,mutual,33.3,16.13,1,2,2,1
47,36232.72611694492,3731655.774172082,13,103,3,retirement,real_estate,26.4,14.24,3,1,1,7
63,9610.183439294638,5632348.269659024,15,82,1,retirement,fd,27.2,10.92,0,3,3,2
32,24399.35000052503,1981300.2184389192,5,49,7,education,stocks,30.0,17.4,1,2,2,12
48,21336.107846184324,1991467.047347565,10,54,12,education,mutual,46.9,18.09,1,2,2,1
50,42769.92907619772,2729957.907013267,13,103,8,retirement,real_estate,39.3,16.53,3,1,1,7
67,12985.377137919044,6457695.137780081,16,76,2,retirement,fd,32.5,11.65,0,3,3,2
39,19955.869324854208,1472880.0991564104,9,43,10,wealth,mutual,39.2,16.92,1,2,2,0
61,5407.638093725524,6287035.610447001,16,84,1,retirement,fd,25.2,10.72,0,3,3,2
66,10597.505816731373,5580707.100776385,14,86,2,retirement,fd,30.5,11.45,0,3,3,2
46,35846.30003821772,2901281.870517352,8,104,3,retirement,etf,25.8,14.18,3,1,1,10
40,23957.49910088227,1668342.605822638,7,57,9,education,etf,37.1,16.51,1,2,2,3
40,37368.20432597971,3970441.3861749982,11,102,4,retirement,mutual,25.3,14.33,3,1,1,8
41,44611.67815258366,4204065.749205569,14,97,4,wealth,mutual,27.7,14.57,3,1,1,16
51,42189.79866505924,3733986.446083638,12,92,6,retirement,real_estate,36.7,15.87,3,1,1,7
28,23834.47879864344,2328242.9903634684,7,55,9,education,etf,31.3,15.93,1,2,2,3
57,12472.186350420874,5574296.782869843,13,81,2,retirement,fd,26.9,11.09,0,3,3,2
44,27289.42690212897,1620001.718592122,6,38,10,education,etf,43.7,17.37,1,2,2,3
24,31523.48303000828,1048733.1715612223,0,8,18,wealth,crypto,53.5,26.95,2,0,0,5
30,24482.120940974564,1733494.6454556836,9,41,11,education,mutual,37.8,16.98,1,2,2,1
62,7608.233875929631,5703822.022173973,19,77,2,retirement,fd,28.8,11.28,0,3,3,2
32,26645.389820621716,1943928.8280698624,7,51,8,education,mutual,32.2,15.82,1,2,2,1
56,10566.575743092284,5180257.918737283,14,81,1,retirement,fd,24.0,10.6,0,3,3,2
39,40201.12942395182,2893473.1146313767,14,105,2,retirement,real_estate,21.0,13.5,3,1,1,7
24,31271.355780538557,606251.0945124947,0,14,20,wealth,stocks,56.9,22.69,2,0,0,11
18,28199.71134008677,1026701.2331660446,2,12,15,wealth,crypto,43.4,25.34,2,0,0,5
22,33463.11981861611,1251356.1384303416,1,8,21,wealth,crypto,58.9,28.09,2,0,0,5
36,29005.338003412293,2296883.9849706003,7,49,7,education,etf,32.9,15.69,1,2,2,3
46,45250.899468543845,3831281.758485071,11,100,7,retirement,real_estate,36.1,16.01,3,1,1,7
23,32968.842036773574,1165713.1579028033,3,11,21,vacation,stocks,59.0,23.1,2,0,0,15
27,37427.65484114819,894553.6704388907,2,8,21,wealth,crypto,62.2,28.42,2,0,0,5
65,8683.767021849486,6108312.487702309,16,77,2,emergency,fd,30.5,11.45,0,3,3,2
28,32581.19257961167,1291615.6038771672,1,15,19,wealth,crypto,57.0,27.5,2,0,0,5
45,23166.43449324914,1835530.6417786733,5,43,14,education,mutual,50.8,18.88,1,2,2,1
47,34106.52568961526,3311075.558796164,13,91,8,wealth,real_estate,37.2,16.32,3,1,1,13
41,24789.910669575867,1903474.0385021083,6,48,9,education,mutual,38.7,16.67,1,2,2,1
68,11906.273267826493,5016465.148206424,16,88,1,retirement,ppf,29.6,11.66,0,3,3,4
70,15203.36622836079,6511854.773053491,16,83,1,retirement,ppf,31.7,11.87,0,3,3,4
54,38785.2758138457,3670948.6380891697,14,99,7,wealth,real_estate,38.9,16.29,3,1,1,13
26,37758.02731331623,978727.5678757724,2,15,20,wealth,crypto,59.1,27.91,2,0,0,5
24,36020.4923524938,1064305.6624830987,1,9,18,wealth,crypto,54.3,27.03,2,0,0,5
29,34321.07805085791,954596.2796052158,2,13,20,wealth,stocks,60.1,23.01,2,0,0,11
63,8991.640337984656,6639759.334880079,17,79,2,retirement,fd,29.4,11.34,0,3,3,2
41,23959.75032697527,1727693.4213683894,7,45,7,education,etf,34.8,15.88,1,2,2,3
66,12388.218806094745,5948284.387854858,11,82,2,retirement,fd,31.3,11.53,0,3,3,2
39,24092.95130100475,1667171.812906881,9,47,6,education,mutual,31.6,15.36,1,2,2,1
37,25899.01593201378,1946320.9242858188,7,48,10,wealth,mutual,38.9,16.89,1,2,2,0
42,22454.866588353587,1615295.0316907193,10,55,8,education,mutual,36.0,16.2,1,2,2,1
22,34827.84027105364,1207185.2566436855,1,17,22,wealth,crypto,60.3,28.43,2,0,0,5
60,9648.228375135326,4583922.200944716,11,83,2,retirement,ppf,27.6,11.66,0,3,3,4
36,27476.671224608697,1610333.0287311112,6,52,9,education,etf,36.3,16.43,1,2,2,3
43,39944.91566240959,3360056.916698893,14,101,4,retirement,mutual,27.4,14.54,3,1,1,8
27,32468.01187081483,849584.1732768128,2,12,23,wealth,crypto,64.8,29.08,2,0,0,5
51,9663.712362830422,5951688.164992555,14,71,2,retirement,gold,24.3,11.83,0,3,3,2
56,35619.564011417635,3765143.272421502,10,104,6,retirement,etf,36.7,15.87,3,1,1,10
24,30846.489429197794,1158633.1476726283,1,13,15,wealth,crypto,46.9,25.69,2,0,0,5
59,45297.01695855985,2820786.086869242,13,92,4,retirement,real_estate,37.4,15.54,3,1,1,7
20,38603.66304714124,921952.9661119976,0,9,17,wealth,crypto,50.8,26.48,2,0,0,5
35,23057.04173086586,1635487.977238817,7,58,9,education,mutual,34.3,16.23,1,2,2,1
51,36540.46206343338,3179935.8379017683,14,101,4,retirement,mutual,30.7,14.87,3,1,1,8
24,33931.15190522141,940965.4499851792,2,13,16,wealth,crypto,49.5,26.15,2,0,0,5
40,21645.304181931904,2226098.849589892,10,48,12,education,mutual,43.5,17.75,1,2,2,1
26,35471.80068357017,941362.1027840716,2,14,22,wealth,crypto,62.7,28.67,2,0,0,5
29,33702.269673006056,798587.9441620344,3,5,25,wealth,stocks,70.7,25.07,2,0,0,11
25,38254.75986816292,552860.2017838445,1,9,15,wealth,crypto,49.3,25.93,2,0,0,5
68,11875.140275253118,6718167.70285299,14,84,2,retirement,fd,32.0,11.6,0,3,3,2
24,40180.784707603074,845905.2953653485,3,10,24,wealth,crypto,67.0,29.5,2,0,0,5
50,39373.99761041483,3440571.088474593,11,108,5,wealth,mutual,32.1,15.21,3,1,1,16
37,20925.229041632538,2224836.904833047,8,47,8,education,mutual,34.0,16.0,1,2,2,1
49,39328.184955985256,3025518.7266456923,13,90,6,retirement,real_estate,35.4,15.74,3,1,1,7
68,9364.569806487532,6063088.951830983,13,65,1,retirement,fd,31.4,11.34,0,3,3,2
41,23916.73850983939,2789009.909218762,6,49,8,education,etf,36.4,16.24,1,2,2,3
63,8838.953100390554,6183824.646495711,13,81,1,retirement,fd,27.2,10.92,0,3,3,2
22,37253.81408640496,519088.1546693565,2,12,15,wealth,stocks,47.3,20.73,2,0,0,11
53,37823.79971100019,4372973.409423351,11,101,7,retirement,mutual,38.0,16.2,3,1,1,8
68,9313.61544900518,5691179.161533152,16,74,2,retirement,fd,32.5,11.65,0,3,3,2
40,24636.773702828337,1692335.0725431398,8,50,10,education,etf,39.9,16.99,1,2,2,3
40,24013.331509987573,2994125.5698134745,6,58,11,education,mutual,41.0,17.3,1,2,2,1
45,25361.825642840737,1943503.2715725875,8,45,11,education,mutual,45.1,17.71,1,2,2,1
24,37711.06626472322,908374.8339906936,4,17,16,wealth,stocks,49.8,21.18,2,0,0,11
44,25705.95150545391,2623451.2068280345,2,51,6,education,mutual,34.0,15.6,1,2,2,1
23,37177.76533467605,1044279.2706499466,1,9,17,wealth,crypto,52.0,26.6,2,0,0,5
48,43305.12855092038,4279600.204194646,9,104,7,wealth,etf,36.3,16.03,3,1,1,14
50,33745.64817450525,3920677.878897434,10,97,5,retirement,mutual,32.0,15.2,3,1,1,8
60,8942.766636500486,6540883.363836414,16,85,1,retirement,fd,25.3,10.73,0,3,3,2
53,41115.32082261497,4271023.937118817,9,101,8,retirement,etf,40.6,16.66,3,1,1,10
40,25681.97772046957,1887515.0150846848,7,51,13,education,etf,46.0,18.2,1,2,2,3
44,23190.109453665536,2000127.4445860276,9,56,10,wealth,stocks,41.0,19.1,1,2,2,17
70,11436.37145141587,5635863.898796693,15,81,2,retirement,fd,33.2,11.72,0,3,3,2
52,33398.24552173737,4024092.0724348607,13,99,4,retirement,mutual,30.8,14.88,3,1,1,8
32,34649.50581498307,1335004.8498226742,0,11,23,wealth,crypto,67.8,29.38,2,0,0,5
29,40368.14132390291,1187686.8686048824,1,14,23,wealth,crypto,67.2,29.32,2,0,0,5
43,33564.31888655529,2990409.797225293,7,89,6,wealth,mutual,31.3,15.33,3,1,1,-1
63,13098.040302990375,6039071.531484824,12,75,1,retirement,fd,28.6,11.06,0,3,3,2
39,27578.24276427836,1696734.4722000286,6,48,8,education,mutual,36.2,16.22,1,2,2,1
66,8780.975595681433,6429225.558328332,14,79,2,retirement,ppf,30.9,11.99,0,3,3,4
51,41284.94911668677,2700214.258690622,7,101,7,retirement,etf,37.7,16.17,3,1,1,10
40,29599.037626747548,1475635.197171136,8,50,9,education,mutual,38.9,16.69,1,2,2,1
55,9577.739522344613,6112632.058623775,15,81,1,retirement,fd,23.3,10.53,0,3,3,2
42,18326.847674173398,1098986.5940865404,10,45,9,education,mutual,38.2,16.62,1,2,2,1
66,4892.157730196091,5696649.852617351,17,84,1,retirement,fd,27.6,10.96,0,3,3,2
47,47273.50420788068,3541206.695476257,8,99,5,retirement,mutual,33.1,15.31,3,1,1,8
22,30956.74531553073,997188.5324437708,1,12,24,wealth,crypto,64.0,29.2,2,0,0,5
58,8493.164259307632,6198963.524973405,16,76,2,retirement,fd,27.1,11.11,0,3,3,2
43,38731.116450402165,4647409.530555201,12,99,5,retirement,mutual,29.3,14.93,3,1,1,8
41,28885.44563258603,2976715.434131908,8,50,7,education,stocks,35.3,17.93,1,2,2,12
44,41543.9684959512,3346235.638064011,14,99,5,retirement,mutual,30.4,15.04,3,1,1,8
50,44372.96597408953,3031688.688012096,16,99,6,retirement,real_estate,36.0,15.8,3,1,1,7
40,24258.76168957684,1915856.9584892355,6,45,8,education,mutual,36.4,16.24,1,2,2,1
36,23624.804910361618,1559943.0334915856,6,48,13,education,stocks,43.9,19.99,1,2,2,12
42,25386.548864067743,2376147.875449319,8,36,13,education,mutual,48.5,18.45,1,2,2,1
39,22496.98544025201,1860613.523455208,8,46,9,education,etf,37.4,16.54,1,2,2,3
39,25727.350541907457,2215861.9097380284,8,49,9,education,mutual,37.7,16.57,1,2,2,1
66,11694.843354300843,5471721.178619874,11,76,2,retirement,ppf,31.7,12.07,0,3,3,4
47,26293.85145065889,2255159.3265039697,6,50,11,education,mutual,45.8,17.78,1,2,2,1
30,37939.58777015333,1331780.6385873128,0,9,22,wealth,crypto,65.7,28.97,2,0,0,5
45,40769.970158737866,4109814.098961804,12,102,7,retirement,real_estate,34.5,15.85,3,1,1,7
70,10319.7127839948,5568058.519705117,13,85,3,retirement,fd,34.6,12.06,0,3,3,2
21,37201.52188061208,1189752.0928185417,3,9,21,wealth,crypto,59.0,28.1,2,0,0,5
62,12791.367621579911,6369826.575862336,16,79,1,retirement,fd,27.7,10.97,0,3,3,2
64,10701.26019854712,6602997.258273408,15,77,2,retirement,fd,30.4,11.44,0,3,3,2
32,24873.004313019363,1790462.731874642,7,44,10,education,etf,36.6,16.66,1,2,2,3
47,25318.217729160515,2821923.9274554597,7,46,10,education,stocks,44.0,19.4,1,2,2,12
54,34879.797895576725,3559831.907670528,13,98,7,retirement,real_estate,38.2,16.22,3,1,1,7
20,38132.16362914577,821843.2029647594,2,13,16,wealth,crypto,48.3,26.03,2,0,0,5
31,28709.46853655253,2046095.9467888076,6,48,10,education,mutual,36.4,16.64,1,2,2,1
62,9071.191475381223,7047921.75090458,20,72,2,emergency,ppf,29.6,11.86,0,3,3,18
29,37949.29046270216,821762.9170103306,2,10,17,wealth,crypto,55.1,26.91,2,0,0,5
37,25015.61578568484,1670106.408199055,9,54,9,education,mutual,36.1,16.41,1,2,2,1
24,31539.157598585065,1056729.8670300553,1,14,21,wealth,crypto,58.9,28.09,2,0,0,5
44,38777.39377710435,4317993.790469849,12,109,7,wealth,mutual,32.9,15.69,3,1,1,16
66,7906.178034636121,5546121.90992654,13,91,2,retirement,fd,29.5,11.35,0,3,3,2
41,26240.116087391187,1806608.7460022487,3,54,9,education,mutual,38.3,16.63,1,2,2,1
42,25132.19390473881,2015231.207758584,7,51,11,wealth,mutual,42.9,17.49,1,2,2,0
35,24013.825561101126,2341850.924220281,5,40,10,education,mutual,38.3,16.83,1,2,2,1
38,17851.712943780803,1668678.984169244,8,45,9,education,etf,36.1,16.41,1,2,2,3
62,9223.646362917543,5599980.717801177,13,80,2,retirement,fd,28.8,11.28,0,3,3,2
59,13799.763869790431,5881722.356390527,9,78,2,retirement,gold,28.5,12.25,0,3,3,2
44,24364.331406405272,2468076.933628225,7,49,6,education,mutual,34.0,15.6,1,2,2,1
19,31767.018028047903,1231418.330467095,2,12,16,wealth,stocks,46.7,20.87,2,0,0,11
29,31888.37710330174,950591.1857626224,1,11,20,wealth,crypto,59.8,27.98,2,0,0,5
19,39257.103487377884,1236454.0027435431,2,9,23,wealth,stocks,62.5,23.85,2,0,0,11
41,24086.625936555312,2342583.9252595147,9,49,5,education,etf,30.4,15.04,1,2,2,3
19,35683.136590400834,445318.6367886234,2,12,17,wealth,crypto,49.4,26.34,2,0,0,5
31,38368.27544151161,1012540.4350256538,2,17,25,wealth,crypto,71.5,30.0,2,0,0,5
60,11202.41349785823,5227135.106654634,13,79,2,retirement,ppf,28.3,11.73,0,3,3,4
69,12525.168206854363,6426987.988276112,13,84,2,retirement,fd,32.6,11.66,0,3,3,2
46,40599.82981353239,4206623.28687915,15,103,4,retirement,mutual,28.8,14.68,3,1,1,8
21,35703.98900850958,1117324.4528250152,3,11,21,wealth,crypto,58.5,28.05,2,0,0,5
25,33734.89382723633,759042.3114618831,2,10,17,wealth,crypto,52.2,26.62,2,0,0,5
34,28440.88860476551,2139931.165072035,9,58,10,education,stocks,36.9,18.69,1,2,2,12
23,29797.15279763207,549452.0443257644,2,14,12,wealth,stocks,40.1,19.41,2,0,0,11
66,10362.043117407417,5980346.356186184,13,82,1,emergency,fd,28.9,11.09,0,3,3,2
47,41042.88148471262,4685274.516294725,12,101,7,retirement,mutual,35.6,15.96,3,1,1,8
46,42314.61320860112,2417789.08646202,12,102,4,retirement,real_estate,29.3,14.73,3,1,1,7
74,10379.412335220792,6347701.23727515,14,82,2,retirement,ppf,34.9,12.39,0,3,3,4
36,26830.70501708199,2610486.3835185114,6,47,8,education,mutual,34.7,16.07,1,2,2,1
53,43210.371227185744,3695996.482481899,12,100,7,retirement,real_estate,39.1,16.31,3,1,1,7
30,24893.777682863947,1935805.511868575,7,50,8,wealth,stocks,31.0,17.7,1,2,2,-1
44,42335.41821542728,4244701.45758723,14,97,6,wealth,real_estate,32.8,15.48,3,1,1,13
55,35211.832142738,3303590.023806442,10,98,6,retirement,real_estate,36.7,15.87,3,1,1,7
32,27540.31332702473,2135389.2421248443,9,50,8,wealth,mutual,32.5,15.85,1,2,2,0
22,34207.89112161039,656179.6173675015,2,15,21,wealth,stocks,58.3,23.03,2,0,0,11
34,20169.93498127301,1698724.4348846134,6,44,13,education,mutual,42.6,17.86,1,2,2,1
42,22783.783824085214,2421248.581009521,7,56,12,education,etf,44.0,17.8,1,2,2,3
49,35974.461072446924,3980691.1771765407,10,111,8,retirement,mutual,36.6,16.26,3,1,1,8
46,39942.13243640821,3565442.3498302493,12,97,10,retirement,real_estate,41.3,17.13,3,1,1,7
69,11650.19652933527,6169276.438142957,17,81,2,retirement,fd,32.7,11.67,0,3,3,2
27,35416.02169259428,821352.877957944,2,8,17,wealth,crypto,53.8,26.78,2,0,0,5
53,39976.96096508905,2795466.6308319005,10,92,7,retirement,real_estate,39.3,16.33,3,1,1,7
25,37425.28613346526,862161.882887437,0,7,23,wealth,stocks,65.3,24.13,2,0,0,11
58,36048.85654900408,2589262.782219685,14,99,5,retirement,mutual,36.3,15.63,3,1,1,8
45,39241.563697500766,3364417.4272895744,14,98,6,retirement,real_estate,32.5,15.45,3,1,1,7
18,37554.3386642342,1331742.191023839,1,13,17,wealth,stocks,49.2,21.32,2,0,0,11
31,32542.338078955152,784055.9347020189,2,7,21,wealth,crypto,63.3,28.53,2,0,0,5
23,36269.03432511593,1197932.4275925332,2,5,21,wealth,crypto,60.3,28.23,2,0,0,5
49,26282.128136412397,2510098.805168789,9,57,6,education,mutual,36.1,15.81,1,2,2,1
22,34795.782348959765,989976.723970622,2,8,23,wealth,crypto,63.2,28.92,2,0,0,5
25,36018.13720414779,1280096.9804286691,1,15,16,wealth,stocks,50.2,21.22,2,0,0,11
46,29301.65340458881,2417754.4207506315,7,53,10,education,mutual,43.6,17.36,1,2,2,1
41,23009.985029463096,1397888.3295354238,9,45,9,wealth,stocks,38.6,18.66,1,2,2,17
63,9550.469196214632,5754048.776246898,12,80,1,retirement,ppf,27.4,11.44,0,3,3,4
48,38251.69741683006,3869822.641323706,7,101,5,retirement,real_estate,31.6,15.16,3,1,1,7
29,29974.855834372294,1371313.2088449004,2,16,24,vacation,crypto,66.9,29.49,2,0,0,-1
51,35787.41324612404,2705759.0176106165,11,107,4,retirement,real_estate,30.0,14.8,3,1,1,7
52,41317.83661778826,3196258.7988785766,11,107,9,retirement,real_estate,41.6,16.96,3,1,1,7
44,36662.47316744328,3660974.700298048,11,99,9,wealth,real_estate,37.4,16.54,3,1,1,13
69,12346.94771497065,5877959.7631629,17,79,1,retirement,fd,31.1,11.31,0,3,3,2
45,41567.254329916665,2348077.7539146,14,109,5,retirement,real_estate,29.9,14.99,3,1,1,7
34,23221.60230046406,2325814.18387813,8,46,12,education,mutual,41.0,17.5,1,2,2,1
46,25577.857442760807,1417080.2849664674,6,53,7,education,mutual,36.8,16.08,1,2,2,1
23,36209.08205181807,1280604.9457824198,0,9,16,wealth,crypto,49.8,26.18,2,0,0,5
50,42160.04091946213,2947460.581289774,11,101,6,retirement,real_estate,35.3,15.73,3,1,1,7
42,44594.889076816544,3329600.034027872,11,102,8,wealth,mutual,35.7,16.17,3,1,1,16
39,24098.29182824425,1097309.9578842325,10,46,7,education,mutual,33.7,15.77,1,2,2,1
31,21322.32320968016,1648600.483612198,9,55,8,education,etf,30.3,15.63,1,2,2,3
61,37010.24971298742,4093077.408412014,11,88,2,retirement,real_estate,33.1,14.71,3,1,1,7
49,25581.39614130128,1934835.122649506,8,56,9,education,mutual,42.0,17.0,1,2,2,1
25,27618.422699108385,1342756.8458512437,0,14,18,wealth,crypto,52.6,26.86,2,0,0,5
24,37109.418987009456,1145173.5827138417,1,16,21,wealth,stocks,59.8,23.18,2,0,0,11
25,33380.325237186,529180.7736590174,1,14,15,wealth,crypto,47.8,25.78,2,0,0,5
69,10114.02624979417,6424087.106333334,14,77,1,retirement,ppf,30.8,11.78,0,3,3,4
41,22433.416936178128,1389151.6818656975,8,50,11,education,mutual,42.0,17.4,1,2,2,1
39,25536.00932565721,2080611.8423130007,7,49,9,education,mutual,37.7,16.57,1,2,2,1
73,7825.508122274395,5709108.983303973,10,78,2,retirement,fd,34.3,11.83,0,3,3,2
35,23118.84746365795,1814948.289362844,6,51,7,education,etf,31.0,15.5,1,2,2,3
38,22524.70810016343,2104262.461882081,8,45,10,wealth,mutual,39.0,16.9,1,2,2,0
35,23371.603084849103,1987463.538932111,8,48,12,education,mutual,41.4,17.54,1,2,2,1
46,21331.74916378548,1928188.066409632,8,54,8,education,mutual,37.9,16.39,1,2,2,1
59,12145.956095532025,6497790.757001014,18,85,2,retirement,fd,27.4,11.14,0,3,3,2
41,23640.221422158877,2130830.087221323,7,51,9,education,etf,38.1,16.61,1,2,2,3
26,35205.56787589936,743941.5075689517,0,15,24,wealth,crypto,66.5,29.45,2,0,0,5
61,12371.408309325994,6255396.044263798,18,82,1,retirement,fd,26.8,10.88,0,3,3,2
35,24530.488509372368,2408583.2416061508,9,52,9,education,mutual,35.2,16.32,1,2,2,1
40,48021.85764427593,3279730.709020086,12,108,8,wealth,real_estate,34.8,16.08,3,1,1,13
47,21687.563630008244,1764265.3741659278,9,52,8,wealth,mutual,38.6,16.46,1,2,2,0
41,24661.05663068017,1351071.754682494,11,57,10,education,etf,39.7,16.97,1,2,2,3
21,38955.691668568295,573051.9168554306,1,14,21,wealth,stocks,58.9,23.09,2,0,0,11
32,18516.51368928487,2319865.80613903,9,51,11,education,etf,36.6,16.86,1,2,2,3
22,37707.531280612864,1580545.6804795952,1,19,23,wealth,stocks,62.6,23.86,2,0,0,11
30,31733.036535508352,869664.940105466,1,11,26,wealth,crypto,72.2,30.0,2,0,0,5
48,34222.476032549195,4577109.6578756105,7,99,4,retirement,mutual,28.9,14.69,3,1,1,8
30,37586.45720795574,1094180.5216930497,1,7,19,wealth,crypto,59.8,27.78,2,0,0,5
44,25842.78549084348,2005752.7984977064,8,49,12,education,mutual,46.3,18.03,1,2,2,1
74,9695.060327238913,5536809.435009231,14,86,2,emergency,fd,34.3,11.83,0,3,3,2
68,9466.695341531173,5361847.791730832,13,72,3,retirement,fd,34.7,12.07,0,3,3,2
71,11774.581674533483,5920923.07781384,14,71,1,retirement,fd,32.8,11.48,0,3,3,2
30,24244.663978220862,1658970.9645014002,7,49,8,education,mutual,30.9,15.69,1,2,2,1
66,10520.561013165772,5683622.485057481,16,72,2,retirement,fd,31.9,11.59,0,3,3,2
63,9457.752797914862,5725229.862702233,14,75,2,retirement,gold,29.9,12.39,0,3,3,2
51,38098.89374233112,3864546.501704662,12,105,8,retirement,etf,38.6,16.46,3,1,1,10
33,26010.709791929847,1924327.865936432,9,43,7,education,mutual,31.4,15.54,1,2,2,1
27,34608.137071612975,1047594.2353636835,1,9,19,wealth,stocks,57.5,22.55,2,0,0,11
67,10476.73796546957,6038740.259259432,11,73,1,retirement,fd,30.3,11.23,0,3,3,2
60,6478.474481688365,6522544.237042377,13,84,1,retirement,fd,24.9,10.69,0,3,3,2
43,22141.4168782411,1917057.292522398,8,56,6,education,mutual,32.3,15.43,1,2,2,1
27,38267.940572573134,1171598.6912178053,2,8,25,wealth,crypto,70.4,30.0,2,0,0,5
